dataset,variant,epsilon,steps,reference_steps,seed,num_nodes,num_classes,full_edges,graph_edges,edge_fraction,ground_truth_key,sparsify_time_sec,slp_time_sec,pipeline_time_sec,steps_wasserstein_to_reference,slp_wasserstein,slp_cdf_l1,slp_cdf_l2
WikiCS,sparsified,0.6,64,64,0,11701,10,215603,212418,0.9852274782818421,WikiCS,0.301261208,0.4730039169999998,0.7742651249999998,0.0,0.02067357182090656,0.0021899946001479403,0.003905690743115081
WikiCS,sparsified,0.9,16,64,0,11701,10,215603,183029,0.8489167590432415,WikiCS,0.588097417,0.07597616700000742,0.6640735840000074,0.017078838093677107,0.02666840436104315,0.008298710935769418,0.012252952934198851
WikiCS,sparsified,0.9,32,64,0,11701,10,215603,183029,0.8489167590432415,WikiCS,0.588097417,0.16983187499999985,0.7579292919999998,0.008084982063652973,0.021466415517697224,0.0031429354101136283,0.004817012520300457
WikiCS,sparsified,0.9,64,64,0,11701,10,215603,183029,0.8489167590432415,WikiCS,0.588097417,0.4382096669999953,1.0263070839999953,0.0,0.020911208646943857,0.0018181000057780785,0.002625282115535823
Squirrel,original,,16,64,0,2223,5,46998,46998,1.0,Squirrel,0.0,0.013876542000005543,0.013876542000005543,0.028715265790043316,0.03314581598421906,0.013231457547141551,0.024349411779702654
Squirrel,original,,32,64,0,2223,5,46998,46998,1.0,Squirrel,0.0,0.030629499999989207,0.030629499999989207,0.016601302133677852,0.025593137329881967,0.008033674503578427,0.013812076767024117
Squirrel,original,,64,64,0,2223,5,46998,46998,1.0,Squirrel,0.0,0.0828207919999926,0.0828207919999926,0.0,0.021946843220104924,0.004438138342684872,0.008260236581287769
Squirrel,sparsified,0.3,16,64,0,2223,5,46998,46996,0.9999574449976595,Squirrel,2.530623208,0.013528875000005769,2.544152083000006,0.028714356962504073,0.033145417184167233,0.013231472508834463,0.024349044931868093
Squirrel,sparsified,0.3,32,64,0,2223,5,46998,46996,0.9999574449976595,Squirrel,2.530623208,0.02911095799998975,2.55973416599999,0.016601606062790313,0.02559226829648028,0.008033792397515116,0.013812010344799305
Squirrel,sparsified,0.3,64,64,0,2223,5,46998,46996,0.9999574449976595,Squirrel,2.530623208,0.07824591700000383,2.608869125000004,0.0,0.02194588741882998,0.004522224890606627,0.008290846212497776
Squirrel,sparsified,0.6,16,64,0,2223,5,46998,40922,0.8707179028894847,Squirrel,0.0466545,0.011814041999997471,0.05846854199999747,0.029231600968404294,0.032952503392581906,0.013189780925165914,0.024020014569565436
Squirrel,sparsified,0.6,32,64,0,2223,5,46998,40922,0.8707179028894847,Squirrel,0.0466545,0.02728041599999642,0.07393491599999642,0.016308131919058888,0.025453924965567514,0.008336628610929304,0.01571404544840578
Squirrel,sparsified,0.6,64,64,0,2223,5,46998,40922,0.8707179028894847,Squirrel,0.0466545,0.07538225000000409,0.1220367500000041,0.0,0.02180034663658951,0.004599890167177485,0.009195618186983714
Squirrel,sparsified,0.9,16,64,0,2223,5,46998,28166,0.5993020979616154,Squirrel,0.1538675,0.009699624999996104,0.1635671249999961,0.02968037906512459,0.03367938840580749,0.013129841377823954,0.023876973862720436
Squirrel,sparsified,0.9,32,64,0,2223,5,46998,28166,0.5993020979616154,Squirrel,0.1538675,0.02277187500000366,0.17663937500000365,0.01616826034209343,0.025562216605129796,0.008888557318782875,0.017783118724540824
Squirrel,sparsified,0.9,64,64,0,2223,5,46998,28166,0.5993020979616154,Squirrel,0.1538675,0.08294845899999359,0.23681595899999358,0.0,0.021698995421732627,0.005115289807110743,0.011724512298283439
RomanEmpire,original,,16,64,0,22662,18,32927,32927,1.0,Roman Empire,0.0,0.09463212500000395,0.09463212500000395,0.0314684690449388,0.03617051365655921,0.013952173207001881,0.01732611602686461
RomanEmpire,original,,32,64,0,22662,18,32927,32927,1.0,Roman Empire,0.0,0.2558265420000083,0.2558265420000083,0.015821126437487277,0.024172966214820214,0.006824421814535547,0.009027334984021173
RomanEmpire,original,,64,64,0,22662,18,32927,32927,1.0,Roman Empire,0.0,0.8026467910000008,0.8026467910000008,0.0,0.021594483935743508,0.00341768274922591,0.004390240743939148
RomanEmpire,sparsified,0.3,16,64,0,22662,18,32927,32927,1.0,Roman Empire,2.625104084,0.09496220900000196,2.720066293000002,0.0314684690449388,0.03617051365655921,0.013952173207001881,0.01732611602686461
RomanEmpire,sparsified,0.3,32,64,0,22662,18,32927,32927,1.0,Roman Empire,2.625104084,0.2520997499999993,2.8772038339999995,0.015821126437487277,0.024172966214820214,0.006824421814535547,0.009027334984021173
RomanEmpire,sparsified,0.3,64,64,0,22662,18,32927,32927,1.0,Roman Empire,2.625104084,0.8374920419999938,3.462596125999994,0.0,0.021594483935743508,0.00341768274922591,0.004390240743939148
RomanEmpire,sparsified,0.6,16,64,0,22662,18,32927,32927,1.0,Roman Empire,0.095107583,0.09169808299999715,0.18680566599999715,0.0314684690449388,0.03617051365655921,0.013952173207001881,0.01732611602686461
RomanEmpire,sparsified,0.6,32,64,0,22662,18,32927,32927,1.0,Roman Empire,0.095107583,0.2505129580000016,0.3456205410000016,0.015821126437487277,0.024172966214820214,0.006824421814535547,0.009027334984021173
RomanEmpire,sparsified,0.6,64,64,0,22662,18,32927,32927,1.0,Roman Empire,0.095107583,0.7927357500000056,0.8878433330000056,0.0,0.021594483935743508,0.00341768274922591,0.004390240743939148
RomanEmpire,sparsified,0.9,16,64,0,22662,18,32927,32927,1.0,Roman Empire,0.202045875,0.09022249999999588,0.2922683749999959,0.0314684690449388,0.03617051365655921,0.013952173207001881,0.01732611602686461
RomanEmpire,sparsified,0.9,32,64,0,22662,18,32927,32927,1.0,Roman Empire,0.202045875,0.2454395840000103,0.44748545900001035,0.015821126437487277,0.024172966214820214,0.006824421814535547,0.009027334984021173
RomanEmpire,sparsified,0.9,64,64,0,22662,18,32927,32927,1.0,Roman Empire,0.202045875,0.7742983750000008,0.9763442500000008,0.0,0.021594483935743508,0.00341768274922591,0.004390240743939148
AmazonRatings,original,,16,64,0,24492,5,93050,93050,1.0,Amazon Ratings,0.0,0.040261999999998466,0.040261999999998466,0.03028356136567066,0.03617841266447494,0.013855801682668999,0.020924058573189835
AmazonRatings,original,,32,64,0,24492,5,93050,93050,1.0,Amazon Ratings,0.0,0.09413745799999163,0.09413745799999163,0.014850439013186674,0.025102307108576426,0.0060357028875977995,0.008860602099649126
AmazonRatings,original,,64,64,0,24492,5,93050,93050,1.0,Amazon Ratings,0.0,0.25913412500000277,0.25913412500000277,0.0,0.022619261622373984,0.003004092794252691,0.004174000633255897
AmazonRatings,sparsified,0.3,16,64,0,24492,5,93050,93050,1.0,Amazon Ratings,2.887791292,0.04020162499999458,2.9279929169999948,0.03028356136567066,0.03617841266447494,0.013855801682668999,0.020924058573189835
AmazonRatings,sparsified,0.3,32,64,0,24492,5,93050,93050,1.0,Amazon Ratings,2.887791292,0.09137799999999174,2.979169291999992,0.014850439013186674,0.025102307108576426,0.0060357028875977995,0.008860602099649126
AmazonRatings,sparsified,0.3,64,64,0,24492,5,93050,93050,1.0,Amazon Ratings,2.887791292,0.2609107920000042,3.1487020840000044,0.0,0.022619261622373984,0.003004092794252691,0.004174000633255897
AmazonRatings,sparsified,0.6,16,64,0,24492,5,93050,93050,1.0,Amazon Ratings,0.394542416,0.03895016699999587,0.4334925829999959,0.03028356136567066,0.03617841266447494,0.013855801682668999,0.020924058573189835
AmazonRatings,sparsified,0.6,32,64,0,24492,5,93050,93050,1.0,Amazon Ratings,0.394542416,0.09072883300000001,0.485271249,0.014850439013186674,0.025102307108576426,0.0060357028875977995,0.008860602099649126
AmazonRatings,sparsified,0.6,64,64,0,24492,5,93050,93050,1.0,Amazon Ratings,0.394542416,0.261552291000001,0.6560947070000009,0.0,0.022619261622373984,0.003004092794252691,0.004174000633255897
AmazonRatings,sparsified,0.9,16,64,0,24492,5,93050,93048,0.9999785061794734,Amazon Ratings,0.365853125,0.03910425000000828,0.4049573750000083,0.030272395177865213,0.03617519468685087,0.013856525730602667,0.020920612769118708
AmazonRatings,sparsified,0.9,32,64,0,24492,5,93050,93048,0.9999785061794734,Amazon Ratings,0.365853125,0.09002691699998877,0.45588004199998877,0.014846141846945684,0.02509421976180909,0.006037766465599619,0.008850928045536539
AmazonRatings,sparsified,0.9,64,64,0,24492,5,93050,93048,0.9999785061794734,Amazon Ratings,0.365853125,0.2578044579999954,0.6236575829999954,0.0,0.02261595411611019,0.003023712699458988,0.004200297807839974
Minesweeper,original,,16,64,0,10000,2,39402,39402,1.0,Minesweeper,0.0,0.007424458999992112,0.007424458999992112,0.0278281337335616,0.0333416387152899,0.013429480112924174,0.022433329465102878
Minesweeper,original,,32,64,0,10000,2,39402,39402,1.0,Minesweeper,0.0,0.01696691600000122,0.01696691600000122,0.015605813091585348,0.023993329990121118,0.00749973803165775,0.01446462693273634
Minesweeper,original,,64,64,0,10000,2,39402,39402,1.0,Minesweeper,0.0,0.05004616700000497,0.05004616700000497,0.0,0.0212036008787635,0.003248076443224005,0.005384978285758641
Minesweeper,sparsified,0.3,16,64,0,10000,2,39402,39402,1.0,Minesweeper,2.508125458,0.007337167000002864,2.5154626250000027,0.0278281337335616,0.0333416387152899,0.013429480112924174,0.022433329465102878
Minesweeper,sparsified,0.3,32,64,0,10000,2,39402,39402,1.0,Minesweeper,2.508125458,0.01641212500001643,2.5245375830000163,0.015605813091585348,0.023993329990121118,0.00749973803165775,0.01446462693273634
Minesweeper,sparsified,0.3,64,64,0,10000,2,39402,39402,1.0,Minesweeper,2.508125458,0.04945745800000623,2.557582916000006,0.0,0.0212036008787635,0.003248076443224005,0.005384978285758641
Minesweeper,sparsified,0.6,16,64,0,10000,2,39402,39402,1.0,Minesweeper,0.201075,0.006915125000006128,0.20799012500000613,0.0278281337335616,0.0333416387152899,0.013429480112924174,0.022433329465102878
Minesweeper,sparsified,0.6,32,64,0,10000,2,39402,39402,1.0,Minesweeper,0.201075,0.016127124999997022,0.21720212499999703,0.015605813091585348,0.023993329990121118,0.00749973803165775,0.01446462693273634
Minesweeper,sparsified,0.6,64,64,0,10000,2,39402,39402,1.0,Minesweeper,0.201075,0.04904420799999798,0.250119207999998,0.0,0.0212036008787635,0.003248076443224005,0.005384978285758641
Minesweeper,sparsified,0.9,16,64,0,10000,2,39402,39402,1.0,Minesweeper,0.084425959,0.007007125000001224,0.09143308400000122,0.0278281337335616,0.0333416387152899,0.013429480112924174,0.022433329465102878
Minesweeper,sparsified,0.9,32,64,0,10000,2,39402,39402,1.0,Minesweeper,0.084425959,0.016350375000001804,0.1007763340000018,0.015605813091585348,0.023993329990121118,0.00749973803165775,0.01446462693273634
Minesweeper,sparsified,0.9,64,64,0,10000,2,39402,39402,1.0,Minesweeper,0.084425959,0.04879166599999962,0.13321762499999962,0.0,0.0212036008787635,0.003248076443224005,0.005384978285758641
Tolokers,original,,16,64,0,11758,2,519000,519000,1.0,Tolokers,0.0,0.06192204199999196,0.06192204199999196,0.03227794318741754,0.036203687491042774,0.015327065073993834,0.03430745856658872
Tolokers,original,,32,64,0,11758,2,519000,519000,1.0,Tolokers,0.0,0.10316954199998918,0.10316954199998918,0.018209975864294146,0.025214561951924078,0.008185523794470892,0.0193427669860727
Tolokers,original,,64,64,0,11758,2,519000,519000,1.0,Tolokers,0.0,0.19874270899998692,0.19874270899998692,0.0,0.02165910205108139,0.0011094750598190874,0.001972099950871627
Tolokers,sparsified,0.3,16,64,0,11758,2,519000,515807,0.9938477842003853,Tolokers,3.240319125,0.061451083000008566,3.3017702080000086,0.032290912996544505,0.036200038506307805,0.015327962454145097,0.034315241249646244
Tolokers,sparsified,0.3,32,64,0,11758,2,519000,515807,0.9938477842003853,Tolokers,3.240319125,0.09942012499999464,3.3397392499999947,0.018204692298817472,0.025210618083011234,0.00818693936976804,0.01934115060927532
Tolokers,sparsified,0.3,64,64,0,11758,2,519000,515807,0.9938477842003853,Tolokers,3.240319125,0.19669554099999687,3.437014665999997,0.0,0.02164204779365722,0.0011042421311001204,0.001959571297157753
Tolokers,sparsified,0.6,16,64,0,11758,2,519000,414643,0.798926782273603,Tolokers,0.863438333,0.04653954099998714,0.9099778739999871,0.032360275577299896,0.03625413335414107,0.015408604393828764,0.034272498894139275
Tolokers,sparsified,0.6,32,64,0,11758,2,519000,414643,0.798926782273603,Tolokers,0.863438333,0.07947904100001324,0.9429173740000132,0.018218363426454647,0.02524590026794394,0.008465308953575019,0.019975099760016064
Tolokers,sparsified,0.6,64,64,0,11758,2,519000,414643,0.798926782273603,Tolokers,0.863438333,0.16206054099998823,1.0254988739999882,0.0,0.022038391921693875,0.0015588756198109072,0.0028645925026241363
Tolokers,sparsified,0.9,16,64,0,11758,2,519000,290154,0.5590635838150289,Tolokers,0.869631583,0.03261620800000742,0.9022477910000074,0.03286258080460764,0.03699209853837194,0.015507354237480692,0.03401214602875463
Tolokers,sparsified,0.9,32,64,0,11758,2,519000,290154,0.5590635838150289,Tolokers,0.869631583,0.05582208300000957,0.9254536660000096,0.01830577942021063,0.025824596892122333,0.00850571808801587,0.020575453602742218
Tolokers,sparsified,0.9,64,64,0,11758,2,519000,290154,0.5590635838150289,Tolokers,0.869631583,0.11894900000001485,0.9885805830000148,0.0,0.024131972008177405,0.003763986078128279,0.007587557797899407
