dataset,variant,epsilon,steps,reference_steps,seed,num_nodes,num_classes,full_edges,graph_edges,edge_fraction,ground_truth_key,sparsify_time_sec,slp_time_sec,pipeline_time_sec,steps_wasserstein_to_reference,slp_wasserstein,slp_cdf_l1,slp_cdf_l2
Minesweeper,sparsified,0.6,32,64,0,10000,2,39402,39402,1.0,Minesweeper,0.20270925,0.016315374999990695,0.2190246249999907,0.015605813091585348,0.023993884450300488,0.007499631599529,0.014464549549903154
Minesweeper,sparsified,0.6,64,64,0,10000,2,39402,39402,1.0,Minesweeper,0.20270925,0.04884808300000998,0.25155733300001,0.0,0.02120438082460595,0.0032480038458620954,0.00538486809719769
Minesweeper,sparsified,0.9,16,64,0,10000,2,39402,39402,1.0,Minesweeper,0.079130583,0.006879957999998965,0.08601054099999897,0.0278281337335616,0.03334198250096498,0.013429448594658387,0.02243329160269911
Minesweeper,sparsified,0.9,32,64,0,10000,2,39402,39402,1.0,Minesweeper,0.079130583,0.01627345900000421,0.09540404200000421,0.015605813091585348,0.023993884450300488,0.007499631599529,0.014464549549903154
Minesweeper,sparsified,0.9,64,64,0,10000,2,39402,39402,1.0,Minesweeper,0.079130583,0.04876224999999579,0.1278928329999958,0.0,0.02120438082460595,0.0032480038458620954,0.00538486809719769
Tolokers,original,,16,64,0,11758,2,519000,519000,1.0,Tolokers,0.0,0.06072570799999255,0.06072570799999255,0.03227794318741754,0.03590255128615123,0.015474455039615427,0.03432303413524321
Tolokers,original,,32,64,0,11758,2,519000,519000,1.0,Tolokers,0.0,0.10072979199999565,0.10072979199999565,0.018209975864294146,0.024912953624659007,0.008332973358262927,0.019371230561922505
Tolokers,original,,64,64,0,11758,2,519000,519000,1.0,Tolokers,0.0,0.19569504100000756,0.19569504100000756,0.0,0.021357649982560373,0.0009621411156037135,0.0016735610282203192
Tolokers,sparsified,0.3,16,64,0,11758,2,519000,515807,0.9938477842003853,Tolokers,3.228009167,0.0620001249999973,3.2900092919999975,0.032290912996544505,0.03589890245343418,0.015475352419766688,0.03433081317217336
Tolokers,sparsified,0.3,32,64,0,11758,2,519000,515807,0.9938477842003853,Tolokers,3.228009167,0.09859929199998874,3.326608458999989,0.018204692298817472,0.024909231600106413,0.008334392517185742,0.019369615704422995
Tolokers,sparsified,0.3,64,64,0,11758,2,519000,515807,0.9938477842003853,Tolokers,3.228009167,0.19492237500000442,3.4229315420000046,0.0,0.02134081894784047,0.0009570204786834807,0.0016590146136597995
Tolokers,sparsified,0.6,16,64,0,11758,2,519000,414643,0.798926782273603,Tolokers,0.787376,0.046570084000009615,0.8339460840000096,0.032360275577299896,0.03595652304262262,0.01555589370852103,0.03428805428064555
Tolokers,sparsified,0.6,32,64,0,11758,2,519000,414643,0.798926782273603,Tolokers,0.787376,0.07858908400000075,0.8659650840000007,0.018218363426454647,0.024948446971732624,0.008612757523488702,0.02000256972320406
Tolokers,sparsified,0.6,64,64,0,11758,2,519000,414643,0.798926782273603,Tolokers,0.787376,0.15838970900000504,0.945765709000005,0.0,0.021741024350657577,0.0017063431320778319,0.0030478794276322728
Tolokers,sparsified,0.9,16,64,0,11758,2,519000,290154,0.5590635838150289,Tolokers,0.8407175,0.03229716699999585,0.8730146669999959,0.03286258080460764,0.036696665304850794,0.015654643552172946,0.03402772846082547
Tolokers,sparsified,0.9,32,64,0,11758,2,519000,290154,0.5590635838150289,Tolokers,0.8407175,0.05549570799999515,0.8962132079999952,0.01830577942021063,0.025529290331877556,0.00865323809319201,0.020602018100590938
Tolokers,sparsified,0.9,64,64,0,11758,2,519000,290154,0.5590635838150289,Tolokers,0.8407175,0.11921541600000296,0.959932916000003,0.0,0.023836373839311743,0.003619082359069393,0.007516336434402868
