dataset,n_bins,metric_family,feature_index,component,bin_index,bin_left,bin_right,metric_value,num_nodes,num_edges,num_features,num_classes,homophily,label_scope,label_split_mode,label_train_r,label_seeds,label_seed_count,spectral_method,requested_device,compute_device,device_fallback_reason,chebyshev_order,chebyshev_jackson,lanczos_steps,lanczos_feature_probes,lanczos_seed
Actor,7,label_slp,1,label_slp_mass,1,0.2857142857142857,0.5714285714285714,0.13160171721586666,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,7,label_slp,2,label_slp_mass,2,0.5714285714285714,0.8571428571428571,0.16285293468395406,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,7,label_slp,3,label_slp_mass,3,0.8571428571428571,1.1428571428571428,0.3506758807586784,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,7,label_slp,4,label_slp_mass,4,1.1428571428571428,1.4285714285714284,0.1659052141760041,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,7,label_slp,5,label_slp_mass,5,1.4285714285714284,1.7142857142857142,0.13967407756703482,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,7,label_slp,6,label_slp_mass,6,1.7142857142857142,2.0,0.01981695529568771,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,7,feature_density,0,feature_spectral_density,0,0.0,0.2857142857142857,0.1017853514082413,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,7,feature_density,1,feature_spectral_density,1,0.2857142857142857,0.5714285714285714,0.4451086703375082,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,7,feature_density,2,feature_spectral_density,2,0.5714285714285714,0.8571428571428571,0.553404235297346,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,7,feature_density,3,feature_spectral_density,3,0.8571428571428571,1.1428571428571428,1.169863460193212,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,7,feature_density,4,feature_spectral_density,4,1.1428571428571428,1.4285714285714284,0.5830414752305191,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,7,feature_density,5,feature_spectral_density,5,1.4285714285714284,1.7142857142857142,0.46264792928822923,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,7,feature_density,6,feature_spectral_density,6,1.7142857142857142,2.0,0.06705833326249547,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,7,homophily,0,homophily,-1,nan,nan,0.20498234033584595,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,label_slp,0,label_slp_mass,0,0.0,0.25,0.014508822647531708,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,label_slp,1,label_slp_mass,1,0.25,0.5,0.10172497823676716,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,label_slp,2,label_slp_mass,2,0.5,0.75,0.15072805553590823,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,label_slp,3,label_slp_mass,3,0.75,1.0,0.180802623288087,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,label_slp,4,label_slp_mass,4,1.0,1.25,0.2840793437924377,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,label_slp,5,label_slp_mass,5,1.25,1.5,0.1566804805590067,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,label_slp,6,label_slp_mass,6,1.5,1.75,0.09867901820537035,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,label_slp,7,label_slp_mass,7,1.75,2.0,0.012793007546830437,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,feature_density,0,feature_spectral_density,0,0.0,0.25,0.05910060937157528,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,feature_density,1,feature_spectral_density,1,0.25,0.5,0.3942125050321495,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,feature_density,2,feature_spectral_density,2,0.5,0.75,0.5809511296614635,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,feature_density,3,feature_spectral_density,3,0.75,1.0,0.7456565185410919,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,feature_density,4,feature_spectral_density,4,1.0,1.25,1.0467176459062022,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,feature_density,5,feature_spectral_density,5,1.25,1.5,0.6138567146628343,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,feature_density,6,feature_spectral_density,6,1.5,1.75,0.37732706910966374,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,feature_density,7,feature_spectral_density,7,1.75,2.0,0.04836002293540975,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,8,homophily,0,homophily,-1,nan,nan,0.20498234033584595,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,label_slp,0,label_slp_mass,0,0.0,0.2222222222222222,0.010609603792115318,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,label_slp,1,label_slp_mass,1,0.2222222222222222,0.4444444444444444,0.06806530372509906,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,label_slp,2,label_slp_mass,2,0.4444444444444444,0.6666666666666666,0.13504100167889568,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,label_slp,3,label_slp_mass,3,0.6666666666666666,0.8888888888888888,0.1405086126738826,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,label_slp,4,label_slp_mass,4,0.8888888888888888,1.1111111111111112,0.29244698276951914,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,label_slp,5,label_slp_mass,5,1.1111111111111112,1.3333333333333333,0.14293260066663072,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,label_slp,6,label_slp_mass,6,1.3333333333333333,1.5555555555555554,0.14040722578110879,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,label_slp,7,label_slp_mass,7,1.5555555555555554,1.7777777777777777,0.062046571786130086,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,label_slp,8,label_slp_mass,8,1.7777777777777777,2.0,0.007938431393335475,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,feature_density,0,feature_spectral_density,0,0.0,0.2222222222222222,0.04686040342758089,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,feature_density,1,feature_spectral_density,1,0.2222222222222222,0.4444444444444444,0.2996303864745153,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,feature_density,2,feature_spectral_density,2,0.4444444444444444,0.6666666666666666,0.5786069482874415,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,feature_density,3,feature_spectral_density,3,0.6666666666666666,0.8888888888888888,0.6186148997281361,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,feature_density,4,feature_spectral_density,4,0.8888888888888888,1.1111111111111112,1.2500867071104904,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,feature_density,5,feature_spectral_density,5,1.1111111111111112,1.3333333333333333,0.64182385982187,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,feature_density,6,feature_spectral_density,6,1.3333333333333333,1.5555555555555554,0.6042439151949018,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,feature_density,7,feature_spectral_density,7,1.5555555555555554,1.7777777777777777,0.2762795766078931,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,feature_density,8,feature_spectral_density,8,1.7777777777777777,2.0,0.033308346900776435,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,9,homophily,0,homophily,-1,nan,nan,0.20498234033584595,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,label_slp,0,label_slp_mass,0,0.0,0.2,0.007422921227557394,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,label_slp,1,label_slp_mass,1,0.2,0.4,0.05656152262599438,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,label_slp,2,label_slp_mass,2,0.4,0.6000000000000001,0.09708682288214475,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,label_slp,3,label_slp_mass,3,0.6000000000000001,0.8,0.1337045551340974,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,label_slp,4,label_slp_mass,4,0.8,1.0,0.15298865511025592,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,label_slp,5,label_slp_mass,5,1.0,1.2000000000000002,0.2557513076394279,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,label_slp,6,label_slp_mass,6,1.2000000000000002,1.4000000000000001,0.1369895112568568,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,label_slp,7,label_slp_mass,7,1.4000000000000001,1.6,0.10449511791728856,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,label_slp,8,label_slp_mass,8,1.6,1.8,0.04955199114535449,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,label_slp,9,label_slp_mass,9,1.8,2.0,0.005443923418477327,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,feature_density,0,feature_spectral_density,0,0.0,0.2,0.04469057559158506,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,feature_density,1,feature_spectral_density,1,0.2,0.4,0.26350451728093827,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,feature_density,2,feature_spectral_density,2,0.4,0.6000000000000001,0.473082086598052,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,feature_density,3,feature_spectral_density,3,0.6000000000000001,0.8,0.6510894711105761,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
Actor,10,feature_density,4,feature_spectral_density,4,0.8,1.0,0.7925343121084285,7600,30019,932,5,0.20498234033584595,train,paper_random,0.8,"0,1,2,3,4,5,6,7,8,9",10,lanczos,cpu,cpu,,,,64,16,0
