id,dataset,model,depth,hidden,eps,seed,test_acc
Tolokers_L2_H64_epsna_s0,Tolokers,hfgcn,2,64,na,0,0.7399
Tolokers_L2_H64_epsna_s1,Tolokers,hfgcn,2,64,na,1,0.7187
Tolokers_L2_H64_epsna_s2,Tolokers,hfgcn,2,64,na,2,0.7263
Tolokers_L3_H16_epsna_s0,Tolokers,hfgcn,3,16,na,0,0.7459
Tolokers_L3_H16_epsna_s1,Tolokers,hfgcn,3,16,na,1,0.7229
Tolokers_L3_H16_epsna_s2,Tolokers,hfgcn,3,16,na,2,0.7076
Tolokers_L3_H32_epsna_s0,Tolokers,hfgcn,3,32,na,0,0.7505
Tolokers_L3_H32_epsna_s1,Tolokers,hfgcn,3,32,na,1,0.7267
Tolokers_L3_H32_epsna_s2,Tolokers,hfgcn,3,32,na,2,0.7505
Tolokers_L3_H64_epsna_s0,Tolokers,hfgcn,3,64,na,0,0.7561
Tolokers_L3_H64_epsna_s1,Tolokers,hfgcn,3,64,na,1,0.7293
Tolokers_L3_H64_epsna_s2,Tolokers,hfgcn,3,64,na,2,0.7446
Tolokers_L4_H16_epsna_s0,Tolokers,hfgcn,4,16,na,0,0.7514
Tolokers_L4_H16_epsna_s1,Tolokers,hfgcn,4,16,na,1,0.7242
Tolokers_L4_H16_epsna_s2,Tolokers,hfgcn,4,16,na,2,0.7429
Tolokers_L4_H32_epsna_s0,Tolokers,hfgcn,4,32,na,0,0.7578
Tolokers_L4_H32_epsna_s1,Tolokers,hfgcn,4,32,na,1,0.7340
Tolokers_L4_H32_epsna_s2,Tolokers,hfgcn,4,32,na,2,0.7289
Tolokers_L4_H64_epsna_s0,Tolokers,hfgcn,4,64,na,0,0.7637
Tolokers_L4_H64_epsna_s1,Tolokers,hfgcn,4,64,na,1,0.7297
Tolokers_L4_H64_epsna_s2,Tolokers,hfgcn,4,64,na,2,0.7573
